Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Revenue_Million_USD
2025,12,North America,Model 3,12098,12627,58627.89,120,708,1284.81,Official (Quarter),3110,709.2802132
2023,2,Europe,Model Y,7526,8104,73142.06,75,444,501.23,Estimated (Region),8685,550.4671436
2017,10,Middle East,Model X,10725,12116,60844.77,60,332,534.1,Estimated (Region),8814,652.5601583
2023,10,Asia,Model 3,8910,9887,119253.33,60,338,451.74,Official (Quarter),13499,1062.54717
2023,8,Middle East,Model Y,6839,7695,79420.32,75,434,445.22,Interpolated (Month),13475,543.1555685
2024,4,Europe,Model 3,13127,14901,56291.48,60,333,655.69,Official (Quarter),8946,738.938258
2025,1,North America,Cybertruck,2006,2257,103091.22,120,679,204.31,Official (Quarter),4236,206.8009873
2020,2,Europe,Model S,11156,12741,103679.42,100,563,942.12,Official (Quarter),10089,1156.64761
2016,2,Asia,Model X,12451,14262,56573.05,120,700,1307.35,Interpolated (Month),8325,704.3910456
2022,5,Europe,Model S,2213,2309,87883.16,120,661,219.42,Estimated (Region),3957,194.4854331
2015,11,Europe,Model S,10936,12225,56258.77,75,428,702.09,Interpolated (Month),13549,615.2459087
2018,1,Asia,Model Y,1328,1492,76922.78,82,469,93.42,Interpolated (Month),6639,102.1534518
2015,8,Asia,Model X,17528,18643,101551.1,100,596,1567,Interpolated (Month),14106,1779.987681
2017,3,Europe,Model 3,6659,6793,117055.39,60,345,344.6,Estimated (Region),5902,779.471842
2017,4,Middle East,Model X,7289,7694,113135.81,82,484,529.18,Interpolated (Month),14818,824.6469191
2021,4,Europe,Model X,8545,9233,53450.98,120,660,845.95,Interpolated (Month),5937,456.7386241
2022,9,Europe,Model S,10357,11217,81540.77,82,462,717.74,Interpolated (Month),6576,844.5177549
2016,7,Middle East,Model X,1489,1586,101065.58,100,588,131.33,Estimated (Region),4906,150.4866486
2025,9,Middle East,Model Y,12555,13111,51497.22,60,358,674.2,Official (Quarter),5036,646.5475971
2017,3,Middle East,Model S,10076,10449,94843.06,75,437,660.48,Estimated (Region),4952,955.6386726
2020,7,Middle East,Model 3,6574,7071,110595.15,75,421,415.15,Official (Quarter),3942,727.0525161
2023,9,Asia,Model Y,3581,3609,116405.93,100,582,312.62,Estimated (Region),13523,416.8496353
2024,11,North America,Model 3,13906,14284,67111.65,100,591,1232.77,Official (Quarter),10372,933.2546049
2019,9,North America,Model Y,1329,1472,91036.48,75,430,85.72,Estimated (Region),5307,120.9874819
2016,8,Europe,Model 3,3539,3599,60587.28,120,673,357.26,Official (Quarter),6011,214.4183839
2015,10,Middle East,Model Y,15787,16541,93812.4,82,487,1153.24,Estimated (Region),10390,1481.016359
2017,5,North America,Model 3,3987,4294,85622.34,120,682,407.87,Official (Quarter),14195,341.3762696
2017,11,Europe,Model S,16816,17842,72976.32,75,429,1082.11,Estimated (Region),12149,1227.169797
2023,2,Europe,Model X,10361,10389,88192.59,82,479,744.44,Estimated (Region),12484,913.763425
2017,6,Asia,Model S,14497,14906,97072.23,60,359,780.66,Interpolated (Month),4222,1407.256118
2017,2,Middle East,Cybertruck,10975,11083,65976.48,120,674,1109.57,Interpolated (Month),8808,724.091868
2016,4,Europe,Model Y,12155,12521,87507.94,100,554,1010.08,Estimated (Region),8404,1063.659011
2017,7,North America,Cybertruck,10101,10186,84376.7,82,489,740.91,Interpolated (Month),4264,852.2890467
2024,7,North America,Model S,8473,9665,72186.17,82,477,606.24,Estimated (Region),3960,611.6334184
2023,8,Asia,Model X,8254,9011,60702.1,75,414,512.57,Interpolated (Month),5591,501.0351334
2016,10,Europe,Cybertruck,14004,15629,92134.64,82,487,1022.99,Estimated (Region),8320,1290.253499
2015,3,Middle East,Cybertruck,8661,9518,69595.37,100,597,775.59,Estimated (Region),11854,602.7654996
2017,6,North America,Model Y,5984,6051,116599.63,100,564,506.25,Interpolated (Month),4104,697.7321859
2017,3,Middle East,Model Y,13529,15008,56677.95,82,468,949.74,Official (Quarter),3350,766.7959856
2015,11,Europe,Model X,12699,14494,95475.27,82,475,904.8,Official (Quarter),9152,1212.440454
2017,1,Asia,Model 3,11109,11947,81454.48,75,434,723.2,Official (Quarter),10497,904.8778183
2016,2,Asia,Model S,13665,14597,86091.72,120,689,1412.28,Estimated (Region),11002,1176.443354
2018,4,Europe,Model S,17645,20199,53529.17,100,594,1572.17,Official (Quarter),9922,944.5222046
2020,5,Europe,Cybertruck,6793,7690,72977.86,75,416,423.88,Official (Quarter),13440,495.738603
2025,9,North America,Cybertruck,13798,14822,116201.66,82,481,995.53,Estimated (Region),11766,1603.350505
2018,4,Asia,Model X,6486,6577,108206.28,75,446,433.91,Estimated (Region),10797,701.8259321
2024,4,North America,Model Y,3880,4172,68982.44,75,448,260.74,Interpolated (Month),8566,267.6518672
2020,9,North America,Model S,6756,7714,59280.19,120,706,715.46,Interpolated (Month),6177,400.4969636
2024,1,Europe,Model 3,16404,17098,83700.47,100,552,1358.25,Official (Quarter),12810,1373.02251
2015,5,North America,Model Y,4370,4616,55845.05,120,706,462.78,Official (Quarter),9700,244.0428685
2023,9,North America,Model S,4688,5323,63867.29,75,413,290.42,Estimated (Region),3243,299.4098555
2022,10,Europe,Model X,12079,13501,64000.62,60,333,603.35,Official (Quarter),11109,773.063489
2015,2,North America,Model S,6766,7709,106568.43,100,581,589.66,Interpolated (Month),13457,721.0419974
2021,1,North America,Model 3,4497,4573,100443.14,60,345,232.72,Official (Quarter),13729,451.6928006
2024,1,North America,Cybertruck,8771,9978,81508.7,120,704,926.22,Official (Quarter),8603,714.9128077
2021,4,Europe,Model S,17519,18226,106219.32,60,331,869.82,Official (Quarter),14905,1860.856267
2019,1,Asia,Model Y,10794,10867,80652.99,75,444,718.88,Estimated (Region),6148,870.5683741
2018,9,North America,Model Y,10850,11088,98322.6,75,447,727.49,Interpolated (Month),11190,1066.80021
2024,2,North America,Model S,3021,3431,110853.81,120,674,305.42,Interpolated (Month),3974,334.88936
2023,2,Asia,Model X,5798,5833,78202.27,82,489,425.28,Official (Quarter),3141,453.4167615
2018,9,Europe,Model 3,14770,16435,106836.24,82,489,1083.38,Estimated (Region),6755,1577.971265
2020,2,Asia,Cybertruck,5880,6345,58881.1,120,695,612.99,Official (Quarter),8789,346.220868
2025,8,North America,Model 3,12625,13469,71602.54,120,696,1318.05,Estimated (Region),5221,903.9820675
2022,6,North America,Cybertruck,7479,7535,111154.37,75,415,465.57,Official (Quarter),5960,831.3235332
2020,11,Europe,Model S,15767,17014,78194.99,60,347,820.67,Official (Quarter),4070,1232.900407
2024,11,North America,Model X,9466,9638,50426.13,82,471,668.77,Estimated (Region),14979,477.3337466
2016,11,Middle East,Model Y,9894,10915,59838.71,75,430,638.16,Interpolated (Month),3330,592.0441967
2023,2,North America,Model S,9190,10059,71085.8,75,413,569.32,Official (Quarter),13663,653.278502
2015,4,Middle East,Model Y,9951,10036,88467.02,60,343,511.98,Estimated (Region),13652,880.335316
2025,9,Europe,Model 3,6508,6909,67035.88,75,417,407.08,Estimated (Region),13288,436.269507
2018,10,Europe,Model 3,15011,15779,81092.84,75,437,983.97,Official (Quarter),9106,1217.284621
2023,10,Middle East,Model 3,15735,15777,100572.29,100,591,1394.91,Estimated (Region),7789,1582.504983
2022,9,Asia,Model 3,1940,2079,84919.57,75,420,122.22,Official (Quarter),6262,164.7439658
2024,11,Asia,Cybertruck,11286,11627,110476.99,60,339,573.89,Estimated (Region),14874,1246.843309
2016,8,North America,Model S,9094,9464,103157.88,120,686,935.77,Official (Quarter),12320,938.1177607
2021,9,Asia,Cybertruck,13744,13932,85971.31,60,336,692.7,Official (Quarter),5174,1181.589685
2021,11,North America,Model X,9645,10063,106628.44,120,708,1024.3,Estimated (Region),8484,1028.431304
2017,12,Middle East,Model S,3478,3949,107218.55,82,482,251.46,Estimated (Region),3667,372.9061169
2021,7,North America,Model X,10517,11404,71935.74,120,677,1068,Official (Quarter),11800,756.5481776
2017,11,Europe,Model 3,9026,10314,62284.41,75,433,586.24,Official (Quarter),9951,562.1790847
2024,5,Middle East,Model X,11236,12899,77863.02,82,464,782.03,Official (Quarter),10493,874.8688927
2016,4,Europe,Model S,6920,7833,95561.42,82,472,489.94,Estimated (Region),6892,661.2850264
2015,11,Europe,Cybertruck,7876,7944,117837.18,100,594,701.75,Interpolated (Month),14133,928.0856297
2022,10,North America,Model X,9311,10061,119661.16,100,569,794.69,Interpolated (Month),10384,1114.165061
2025,11,Middle East,Model X,6457,7175,98539.81,100,562,544.33,Official (Quarter),6034,636.2715532
2019,12,Asia,Model X,14386,15722,96444.32,100,591,1275.32,Interpolated (Month),5585,1387.447988
2018,9,Europe,Model S,1654,1853,110299.26,60,334,82.87,Estimated (Region),14428,182.434976
2020,4,Europe,Model Y,8132,8438,72439.73,120,668,814.83,Official (Quarter),6554,589.0798844
2022,1,Europe,Cybertruck,7779,8724,98279.11,75,439,512.25,Official (Quarter),11377,764.5131967
2024,4,North America,Model S,7530,8178,108313.99,120,701,791.78,Interpolated (Month),3253,815.6043447
2020,5,Europe,Model 3,7844,7845,81470.83,100,591,695.37,Estimated (Region),9867,639.0571905
2015,10,Asia,Model 3,12482,13992,96114.84,60,350,655.3,Official (Quarter),13190,1199.705433
2020,8,Asia,Model S,14744,15429,56005.6,120,665,1470.71,Interpolated (Month),14078,825.7465664
2017,1,North America,Model Y,12064,13255,103628.12,82,485,877.66,Official (Quarter),10363,1250.16964
2018,10,Middle East,Model S,9655,10086,72428.09,60,334,483.72,Interpolated (Month),12397,699.2932089
2016,2,Middle East,Model X,5427,6240,53374.84,82,491,399.7,Official (Quarter),7882,289.6652567
2019,2,Europe,Model Y,13438,14220,108069.61,75,417,840.55,Estimated (Region),14224,1452.239419
2020,2,Europe,Model 3,10803,12231,86063.46,60,353,572.02,Interpolated (Month),9745,929.7435584
2020,4,North America,Model Y,11663,12383,59687.83,60,349,610.56,Interpolated (Month),9296,696.1391613
2017,5,Asia,Model 3,7895,8081,71685.15,100,564,667.92,Estimated (Region),13456,565.9542593
2019,2,Asia,Model Y,6884,7892,76404.12,100,590,609.23,Official (Quarter),8214,525.9659621
2017,6,Europe,Model S,15361,15939,97321.84,100,585,1347.93,Interpolated (Month),10320,1494.960784
2020,2,North America,Model S,12916,13310,111135.28,75,414,802.08,Interpolated (Month),13663,1435.423276
2025,12,Asia,Model Y,14840,16581,71647.93,120,698,1553.75,Official (Quarter),13586,1063.255281
2023,5,Europe,Cybertruck,16651,16945,117077.58,60,332,829.22,Interpolated (Month),5772,1949.458785
2017,10,Asia,Cybertruck,9752,10159,105880.52,60,339,495.89,Official (Quarter),6592,1032.546831
2020,12,Middle East,Model S,3677,3723,58349.02,82,460,253.71,Estimated (Region),9002,214.5493465
2018,7,Middle East,Model S,18271,18713,83021.79,82,473,1296.33,Estimated (Region),9843,1516.891125
2016,11,Europe,Model X,10075,11169,58439.09,100,595,899.19,Interpolated (Month),3797,588.7738318
2019,8,Europe,Model 3,7614,7924,107116.91,120,682,778.91,Interpolated (Month),4060,815.5881527
2020,5,Asia,Model X,2004,2223,111232.3,120,716,215.23,Estimated (Region),12661,222.9095292
2023,1,North America,Model X,14120,15873,76797.69,120,695,1472.01,Estimated (Region),11649,1084.383383
2024,10,Asia,Cybertruck,8169,8904,60938.29,82,472,578.37,Interpolated (Month),5765,497.804891
2022,11,Asia,Cybertruck,5997,6294,68885.72,75,431,387.71,Official (Quarter),8281,413.1076628
2016,3,Asia,Cybertruck,10500,11998,92112.83,82,484,762.3,Official (Quarter),13610,967.184715
2017,6,Europe,Model Y,11562,12777,97607.83,120,684,1186.26,Estimated (Region),3184,1128.54173
2020,4,Europe,Model 3,7600,8624,112737.97,100,584,665.76,Official (Quarter),13307,856.808572
2020,11,Asia,Model Y,1504,1572,62726.59,120,665,150.02,Official (Quarter),11569,94.34079136
2020,12,Middle East,Model X,13334,13717,54285.17,120,695,1390.07,Interpolated (Month),14870,723.8384568
2022,12,Asia,Model Y,10567,11778,93354.59,100,561,889.21,Official (Quarter),3011,986.4779525
2016,10,Europe,Model S,16842,18849,52426.92,120,694,1753.25,Estimated (Region),14945,882.9741866
2017,3,Asia,Cybertruck,11703,13032,61317,60,344,603.87,Interpolated (Month),11619,717.592851
2019,5,Asia,Cybertruck,7613,8216,52406.38,60,349,398.54,Estimated (Region),3977,398.9697709
2023,3,Middle East,Model Y,10430,11441,88175.4,82,453,708.72,Interpolated (Month),11946,919.669422
2024,10,Asia,Model X,4300,4787,81593.52,75,448,288.96,Estimated (Region),6129,350.852136
2019,8,Asia,Model S,14086,14453,75285.12,82,477,1007.85,Official (Quarter),3848,1060.4662
2023,2,Asia,Model Y,13384,14564,85097.75,120,712,1429.41,Official (Quarter),4008,1138.948286
2020,12,North America,Model Y,8596,9674,95555.18,100,580,747.85,Estimated (Region),7009,821.3923273
2021,10,North America,Model Y,15715,16991,72672.69,75,417,982.97,Official (Quarter),13650,1142.051323
2021,12,North America,Model X,7084,7179,91352.76,60,347,368.72,Estimated (Region),8025,647.1429518
2024,10,North America,Model S,11035,11367,105305.19,75,441,729.97,Interpolated (Month),4351,1162.042772
2021,7,Middle East,Model S,11357,12845,73056.46,60,347,591.13,Estimated (Region),13167,829.7022162
2017,4,Middle East,Model 3,3096,3247,99883.49,75,443,205.73,Estimated (Region),5179,309.239285
2021,8,Europe,Model X,9226,10565,102709.03,120,708,979.8,Interpolated (Month),3393,947.5935108
2025,8,Asia,Cybertruck,14792,14834,57854.1,120,719,1595.32,Estimated (Region),6364,855.7778472
2024,10,Middle East,Model Y,9793,10014,82617.67,120,700,1028.26,Interpolated (Month),12986,809.0748423
2017,5,Asia,Model S,11968,12960,77758.76,82,456,818.61,Estimated (Region),13383,930.6168397
2016,6,Asia,Model X,12651,12987,88151.88,75,449,852.04,Official (Quarter),14248,1115.209434
2015,5,Asia,Model 3,10733,11466,93409.28,120,676,1088.33,Official (Quarter),5257,1002.561802
2024,4,Asia,Model 3,5616,6095,78734.52,60,335,282.2,Official (Quarter),11941,442.1730643
2023,11,Middle East,Model Y,11111,11422,85715.12,82,472,786.66,Estimated (Region),13514,952.3806983
2024,10,North America,Model 3,5736,6520,63624.08,120,696,598.84,Interpolated (Month),14827,364.9477229
2024,7,Asia,Model X,17392,19819,79984,60,339,884.38,Interpolated (Month),14726,1391.081728
2017,11,Middle East,Model X,9250,9926,80098.96,75,434,602.17,Interpolated (Month),14994,740.91538
2024,4,Europe,Model X,9738,9893,74190.66,120,668,975.75,Estimated (Region),10632,722.4686471
2016,6,Europe,Model Y,5820,6203,92905.77,82,489,426.9,Official (Quarter),5888,540.7115814
2020,1,Asia,Model 3,12934,14720,117789.34,100,577,1119.44,Interpolated (Month),8498,1523.487324
2023,7,Middle East,Model Y,8716,9361,53865.23,82,490,640.63,Official (Quarter),4542,469.4893447
2022,5,Asia,Model 3,3048,3163,101224.33,60,334,152.7,Estimated (Region),7216,308.5317578
2022,7,Europe,Model Y,5763,6322,82499.07,100,574,496.19,Estimated (Region),8132,475.4421404
2019,11,Asia,Model Y,20196,20348,54403.52,120,671,2032.73,Interpolated (Month),3389,1098.73349
2025,6,Europe,Model S,14180,16298,85571.01,75,425,903.97,Interpolated (Month),5230,1213.396922
2025,5,Asia,Model 3,3900,4093,87971.21,120,717,419.44,Official (Quarter),5472,343.087719
2024,2,Asia,Model X,13035,14376,51251.49,60,336,656.96,Interpolated (Month),3833,668.0631722
2016,11,Asia,Model Y,8999,9429,90753.91,82,466,629.03,Official (Quarter),10212,816.6944361
2018,10,Asia,Model Y,6961,7396,76380.68,100,593,619.18,Official (Quarter),13863,531.6859135
2021,3,North America,Model S,11207,12054,99613.59,60,337,566.51,Interpolated (Month),6893,1116.369503
2015,2,Middle East,Model X,4718,5172,55889.8,100,558,394.9,Estimated (Region),13782,263.6880764
2019,1,Asia,Cybertruck,7929,8463,90432.92,82,474,563.75,Estimated (Region),6989,717.0426227
2023,2,North America,Model Y,7173,7344,64362.8,100,589,633.73,Estimated (Region),5006,461.6743644
2021,5,Europe,Model S,13913,15664,81371.96,120,698,1456.69,Official (Quarter),5654,1132.128079
2015,2,Middle East,Cybertruck,7142,7840,65698.85,60,351,376.03,Official (Quarter),5846,469.2211867
2020,10,North America,Model 3,5855,5998,106868.96,120,711,624.44,Interpolated (Month),13972,625.7177608
2015,9,Europe,Cybertruck,12851,14451,77802.85,120,700,1349.35,Estimated (Region),5459,999.8444254
2023,3,Middle East,Model S,14484,15577,82534.89,100,599,1301.39,Interpolated (Month),8922,1195.435347
2021,4,Middle East,Model Y,5163,5876,103022.83,75,439,339.98,Interpolated (Month),11510,531.9068713
2024,5,Middle East,Model 3,8419,8521,51459.17,120,697,880.21,Interpolated (Month),10556,433.2347522
2017,8,Asia,Cybertruck,12395,13414,54652.43,75,441,819.93,Official (Quarter),10004,677.4168699
2021,3,Asia,Model S,16317,17422,109971.1,60,358,876.22,Estimated (Region),7031,1794.398439
2017,5,Middle East,Cybertruck,4695,4999,118625.81,75,415,292.26,Interpolated (Month),9224,556.948178
2022,2,Europe,Cybertruck,15018,15865,115982.68,120,709,1597.16,Estimated (Region),10052,1741.827888
2020,4,Asia,Cybertruck,4118,4453,55091.54,100,589,363.83,Official (Quarter),5613,226.8669617
2018,9,Asia,Model X,14872,15681,111549.57,60,351,783.01,Interpolated (Month),4351,1658.965205
2025,2,North America,Model 3,8589,8812,53808.71,75,437,563.01,Interpolated (Month),13044,462.1630102
2018,4,North America,Model S,5799,6342,102295.48,60,336,292.27,Interpolated (Month),3719,593.2114885
2015,8,Middle East,Cybertruck,9782,9801,96447.62,100,558,818.75,Interpolated (Month),14532,943.4506188
2019,12,Middle East,Cybertruck,4442,4537,77260.43,82,490,326.49,Estimated (Region),6836,343.1908301
2020,5,North America,Model Y,8958,10212,74121.76,100,558,749.78,Estimated (Region),9757,663.9827261
2015,4,North America,Model 3,14129,14159,58125.08,120,662,1403.01,Official (Quarter),3488,821.2492553
2018,7,Europe,Cybertruck,4510,4736,101160.92,120,685,463.4,Interpolated (Month),9940,456.2357492
2025,6,Europe,Model Y,6182,6357,114855.04,75,413,382.97,Official (Quarter),8550,710.0338573
2025,8,Europe,Model X,13341,15209,65409.06,120,710,1420.82,Official (Quarter),11279,872.6222695
2019,5,North America,Model Y,12927,14435,110082.61,100,592,1147.92,Official (Quarter),7316,1423.037899
2025,2,Europe,Model S,10702,10988,76330.31,100,573,919.84,Interpolated (Month),8032,816.8869776
2021,4,North America,Model X,8093,8477,78010.87,75,418,507.43,Estimated (Region),9042,631.3419709
2025,5,North America,Model Y,12396,14163,93777.83,75,443,823.71,Interpolated (Month),10842,1162.469981
2019,6,Asia,Model S,10409,11766,112358.25,100,572,893.09,Interpolated (Month),8511,1169.537024
2015,3,Asia,Model Y,10327,10374,52614.37,75,443,686.23,Interpolated (Month),7322,543.348599
2022,3,Europe,Model S,15412,15482,59226.73,75,445,1028.75,Interpolated (Month),12020,912.8023628
2017,2,Europe,Model S,815,908,79155.31,120,709,86.68,Estimated (Region),13204,64.51157765
